"sample","Username","stimID","ID","group","groupEffectCoded","mediansplitCuriosityWithinSubject","trialMain","itemMain","responseAnswer","rtAnswer","rtCuriosity","responseCuriosity","curiosityGroupMeanCentered","curiosity_dich","rewardByCuriosity","blockMain","trialRecall","itemRecall","responseRecall","cuedRecallStrict","cuedRecallLenient","Flagging","Comments","trialRecognition","itemRecognition","responseRecognition","rtRecognition","responseConfidence","rtConfidence","confidenceGroupMeanCentered","recognition","responseConfidenceCorrectTrials","responseConfidenceIncorrectTrials","confidenceGroupMeanCenteredCorrectTrials","recognitionAboveMeanConf","recognitionConfLevel_1","recognitionConfLevel_above_1","recognitionConfLevel_1_2","recognitionConfLevel_1_2_3","recognitionConfLevel_2","recognitionConfLevel_above_2","recognitionConfLevel_3","recognitionConfLevel_above_3","recognitionConfLevel_3_4","recognitionConfLevel_4","recognitionConfLevel_above_4","recognitionConfLevel_4_5_6","recognitionConfLevel_5","recognitionConfLevel_above_5","recognitionConfLevel_5_6","recognitionConfLevel_6","rememberedStrictAboveAvg","rememberedLenientAboveAvg","rememberedStrictHigh","rememberedLenientHigh","curBen_cont_cuedRecallStrict","curBen_dich_cuedRecallStrict","curBen_cont_cuedRecallLenient","curBen_dich_cuedRecallLenient","curBen_cont_allConf","curBen_dich_allConf","curBen_cont_highConf","curBen_dich_highConf","curBen_cont_aboveAvgConf","curBen_dich_aboveAvgConf","curBen_cont_rememberedStrictAboveAvg","curBen_dich_rememberedStrictAboveAvg","curBen_cont_rememberedLenientAboveAvg","curBen_dich_rememberedLenientAboveAvg","curBen_cont_rememberedStrictHigh","curBen_dich_rememberedStrictHigh","curBen_cont_rememberedLenientHigh","curBen_dich_rememberedLenientHigh"
"main","5bdf13222f49a40001c44c87","K10","cont39","cont",-1,"below",11,13,"4",3.047,3.409,4,-0.944444444444445,-1,0.944444444444445,1,29,13,"He made the two pins together without opening any of them",1,1,NA,"",1,13,"The safety pins magically interlock without breaking the seal.",59166,6,3064,1.25,1,6,NA,1.25,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,-0.944444444444445,-1,-0.944444444444445,-1,-0.944444444444445,-1,-0.944444444444445,-1,-0.944444444444445,-1,-0.944444444444445,-1,-0.944444444444445,-1,-0.944444444444445,-1,-0.944444444444445,-1
"main","5bdf13222f49a40001c44c87","K16_short","cont39","cont",-1,"above",30,14,"2",2.78,3.966,6,1.05555555555556,1,-1.05555555555556,3,22,14,"no recall",0,0,NA,"",5,14,"The volunteer selects and signs a card that is placed in the middle of the deck; but then appears on the top of it.",128347,5,2498,0.25,1,5,NA,0.25,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1.05555555555556,1,1.05555555555556,1,1.05555555555556,1,1.05555555555556,1,1.05555555555556,1,1.05555555555556,1,1.05555555555556,1
"main","5bdf13222f49a40001c44c87","K18","cont39","cont",-1,"below",2,15,"4",4.609,2.46,3,-1.94444444444444,-1,1.94444444444444,1,18,15,"no recall",0,0,NA,"",29,15,"The magician folds the sheet of paper smaller and smaller until it transforms into a pack of cards.",79169,1,2266,-3.75,0,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"main","5bdf13222f49a40001c44c87","K19_long","cont39","cont",-1,"below",20,16,"1",3.078,3.831,4,-0.944444444444445,-1,0.944444444444445,2,15,16,"He made the sponge disappear from his hand and appear inside the cup and other places",0,0,1,"Flagging case 4:MISS RELEVANT ITEM or INFORMATION easy to guess this given answer cue + Flagging case 2B add incorrect  RELEVANT information =  INCORRECT",30,16,"The red balls are placed under the mug and merge to become a form a larger ball.",86693,3,2644,-1.75,0,NA,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"main","5bdf13222f49a40001c44c87","K2","cont39","cont",-1,"above",26,10,"1",3.126,2.972,7,2.05555555555556,1,-2.05555555555556,3,35,10,"no recall",0,0,NA,"",21,10,"Green and golden sweets fall out of the pages of the book.",121806,6,2080,1.25,1,6,NA,1.25,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,2.05555555555556,1,2.05555555555556,1,2.05555555555556,1,2.05555555555556,1,2.05555555555556,1,2.05555555555556,1,2.05555555555556,1
"main","5bdf13222f49a40001c44c87","K21_long","cont39","cont",-1,"median",21,17,"1",3.702,2.641,5,0.0555555555555554,1,-0.0555555555555554,2,21,17,"no recall",0,0,NA,"",10,17,"The magician flips the middle card over with a slight gesture and then changes the colour of the back of the card from blue to red.",81256,4,2267,-0.75,1,4,NA,-0.75,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.0555555555555554,1,0.0555555555555554,1,0,0,0,0,0,0,0.0555555555555554,1,0.0555555555555554,1
"main","5bdf13222f49a40001c44c87","K24","cont39","cont",-1,"below",5,18,"2",3.44,6.408,4,-0.944444444444445,-1,0.944444444444445,1,31,18,"no recall",0,0,NA,"",7,18,"The magician folds the £10 note in a piece of paper and tears it. He reveals that the note is still intact afterwards.",113640,5,3096,0.25,0,NA,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"main","5bdf13222f49a40001c44c87","K3","cont39","cont",-1,"below",14,11,"2",3.557,8.026,4,-0.944444444444445,-1,0.944444444444445,2,33,11,"no recall",0,0,NA,"",15,11,"The magician makes ladybirds appear and then disappear again.",106276,6,1972,1.25,1,6,NA,1.25,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,-0.944444444444445,-1,-0.944444444444445,-1,-0.944444444444445,-1,-0.944444444444445,-1,-0.944444444444445,-1,-0.944444444444445,-1,-0.944444444444445,-1
"main","5bdf13222f49a40001c44c87","K4","cont39","cont",-1,"median",24,12,"2",3.69,2.58,5,0.0555555555555554,1,-0.0555555555555554,2,25,12,"no recall",0,0,NA,"",36,12,"The magician solves the rubix cube by spinning it in the air.",243131,2,2183,-2.75,1,2,NA,-2.75,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555555555555554,1,0,0,0,0,0,0,0,0,0,0,0,0
"main","5bdf13222f49a40001c44c87","S11","cont39","cont",-1,"below",9,20,"2",3.162,2.876,4,-0.944444444444445,-1,0.944444444444445,1,1,20,"He destroyed the cigarette and then make the coin appear in different places",0,0,NA,"",20,20,"The magician pushes a cigarette through a coin and then reveals that there is no hole.",118799,6,2102,1.25,1,6,NA,1.25,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,-0.944444444444445,-1,-0.944444444444445,-1,-0.944444444444445,-1,-0.944444444444445,-1,-0.944444444444445,-1,-0.944444444444445,-1,-0.944444444444445,-1
"main","5bdf13222f49a40001c44c87","S12","cont39","cont",-1,"above",33,21,"2",4.143,3.28,7,2.05555555555556,1,-2.05555555555556,3,24,21,"He made a hole in one corner of the card and made the hole appear in the opposite corner",1,1,NA,"",31,21,"The magician punches a hole in the card. He then moves the hole from one corner to another before finally revealing that it is actually a black spot on the card.",77986,6,2078,1.25,1,6,NA,1.25,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,2.05555555555556,1,2.05555555555556,1,2.05555555555556,1,2.05555555555556,1,2.05555555555556,1,2.05555555555556,1,2.05555555555556,1,2.05555555555556,1,2.05555555555556,1
"main","5bdf13222f49a40001c44c87","S15","cont39","cont",-1,"median",15,22,"3",2.739,2.884,5,0.0555555555555554,1,-0.0555555555555554,2,26,22,"He putted the ring in the base of the cup without breaking it",1,1,NA,"",27,22,"The magician places a ring on the stem of the glass without breaking it.",154087,6,2280,1.25,1,6,NA,1.25,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0.0555555555555554,1,0.0555555555555554,1,0.0555555555555554,1,0.0555555555555554,1,0.0555555555555554,1,0.0555555555555554,1,0.0555555555555554,1,0.0555555555555554,1,0.0555555555555554,1
"main","5bdf13222f49a40001c44c87","S18","cont39","cont",-1,"below",4,23,"4",3.448,3.316,1,-3.94444444444444,-1,3.94444444444444,1,36,23,"no recall",0,0,NA,"",33,23,"When the magician turns the bag inside-out the bag folds into a paper aeroplane.",129653,1,2072,-3.75,0,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"main","5bdf13222f49a40001c44c87","S21","cont39","cont",-1,"below",19,24,"1",4.221,6.724,4,-0.944444444444445,-1,0.944444444444445,2,20,24,"He folded the spoon until he broke it (the end of the spoon falled)",1,1,NA,"",2,24,"The magician detaches the head of a spoon by turning the handle clockwise and counter clockwise.",84060,5,2105,0.25,0,NA,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-0.944444444444445,-1,-0.944444444444445,-1,0,0,0,0,0,0,-0.944444444444445,-1,-0.944444444444445,-1,-0.944444444444445,-1,-0.944444444444445,-1
"main","5bdf13222f49a40001c44c87","S25","cont39","cont",-1,"median",1,25,"4",4.06,3.322,5,0.0555555555555554,1,-0.0555555555555554,1,34,25,"no recall",0,0,NA,"",12,25,"The magician holds a bread roll in his left hand; which then appears in his right hand.",82671,5,2054,0.25,0,NA,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"main","5bdf13222f49a40001c44c87","S27","cont39","cont",-1,"above",34,26,"2",3.32,3.269,7,2.05555555555556,1,-2.05555555555556,3,30,26,"He poured water into a cup and the water appeared in the other one",0,0,NA,"",13,26,"The magician pours water into a cup from the bottle; but when he tips it upside down; no water spills out.",111284,5,2072,0.25,0,NA,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"main","5bdf13222f49a40001c44c87","S30","cont39","cont",-1,"median",18,27,"1",5.256,6.068,5,0.0555555555555554,1,-0.0555555555555554,2,28,27,"He had 2 sticks with strings and when he pulled the string from the stick 1 the string from the stick 2 would get longer and vice versa",1,1,NA,"",6,27,"The magician pulls string through two sticks which appear to be connected. However he then reveals thw two sticks are not connected at all.",129055,6,2246,1.25,1,6,NA,1.25,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0.0555555555555554,1,0.0555555555555554,1,0.0555555555555554,1,0.0555555555555554,1,0.0555555555555554,1,0.0555555555555554,1,0.0555555555555554,1,0.0555555555555554,1,0.0555555555555554,1
"main","5bdf13222f49a40001c44c87","S31","cont39","cont",-1,"median",32,28,"3",3.009,3.789,5,0.0555555555555554,1,-0.0555555555555554,3,3,28,"no recall",0,0,NA,"",18,28,"The magician folds the envelope multiple times until he reveals that it is a pair of chop sticks.",73907,5,2148,0.25,0,NA,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"main","5bdf13222f49a40001c44c87","S9","cont39","cont",-1,"above",35,19,"1",3.306,3.091,6,1.05555555555556,1,-1.05555555555556,3,2,19,"no recall",0,0,NA,"",4,19,"The magician covers the cards with a silk handkerchief. After the silk is removed; the cards are blank.",142885,6,2253,1.25,0,NA,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"main","5bdf13222f49a40001c44c87","Trick20_short","cont39","cont",-1,"median",31,32,"1",4.928,3.847,5,0.0555555555555554,1,-0.0555555555555554,3,6,32,"He inserted the screw in the rope and then removed it without the screw coming from any of the sides of the rope",1,1,NA,"",22,32,"The magician shows the volunteer metal nut and rope. Although he secures the nut with the rope; it repeatdely escapes.",125268,6,1930,1.25,1,6,NA,1.25,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0.0555555555555554,1,0.0555555555555554,1,0.0555555555555554,1,0.0555555555555554,1,0.0555555555555554,1,0.0555555555555554,1,0.0555555555555554,1,0.0555555555555554,1,0.0555555555555554,1
"main","5bdf13222f49a40001c44c87","Trick28","cont39","cont",-1,"above",12,33,"4",5.702,4.231,7,2.05555555555556,1,-2.05555555555556,1,19,33,"He made those rings be together and loose without having any end in any of the rings",1,1,NA,"",24,33,"The magician links and unlinks several silver rings while they keep their shape.",156835,6,2149,1.25,1,6,NA,1.25,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,2.05555555555556,1,2.05555555555556,1,2.05555555555556,1,2.05555555555556,1,2.05555555555556,1,2.05555555555556,1,2.05555555555556,1,2.05555555555556,1,2.05555555555556,1
"main","5bdf13222f49a40001c44c87","Trick32_long","cont39","cont",-1,"below",36,34,"3",3.338,4.996,3,-1.94444444444444,-1,1.94444444444444,3,27,34,"no recall",0,0,NA,"",3,34,"The magician makes a silver coin disappear and reappear several times before it is transformed into a large coin.",101605,3,12173,-1.75,1,3,NA,-1.75,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.94444444444444,-1,0,0,0,0,0,0,0,0,0,0,0,0
"main","5bdf13222f49a40001c44c87","Trick37","cont39","cont",-1,"above",22,35,"1",5.14,2.432,6,1.05555555555556,1,-1.05555555555556,2,13,35,"He got the rubber band into his fingers and took it out without the rubber band touching any end of the fingers",1,1,1,"Flagging case 2A: Partial recollection – - THEY ADD INCORRECT Irrelevant INFORMATION ( it does not come out) = CORRECT  ",14,35,"The magician has two elastic bands and tangles them up. They then become untwisted.",109345,6,2184,1.25,0,NA,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.05555555555556,1,1.05555555555556,1,0,0,0,0,0,0,1.05555555555556,1,1.05555555555556,1,1.05555555555556,1,1.05555555555556,1
"main","5bdf13222f49a40001c44c87","Trick38","cont39","cont",-1,"below",27,36,"3",12.922,3.25,4,-0.944444444444445,-1,0.944444444444445,3,11,36,"no recall",0,0,NA,"",9,36,"The magician closes his hand around a green silk handerchief; but when he opens his hand; the silk is blue.",91445,2,2984,-2.75,0,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"main","5bdf13222f49a40001c44c87","Trick4","cont39","cont",-1,"above",29,29,"2",4.042,3.675,6,1.05555555555556,1,-1.05555555555556,3,7,29,"He inserted a smartphone in the baloon with the opening of the baloon closed",1,1,NA,"",23,29,"The magician puts the mobile phone inside the balloon with a simple gesture of his hands.",160414,6,4324,1.25,1,6,NA,1.25,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1.05555555555556,1,1.05555555555556,1,1.05555555555556,1,1.05555555555556,1,1.05555555555556,1,1.05555555555556,1,1.05555555555556,1,1.05555555555556,1,1.05555555555556,1
"main","5bdf13222f49a40001c44c87","Trick6_short","cont39","cont",-1,"median",28,30,"1",3.391,4.075,5,0.0555555555555554,1,-0.0555555555555554,3,23,30,"no recall",0,0,NA,"",11,30,"The magician puts a ball under the cup; which then turns into a larger ball and then becomes an egg.",83736,4,2282,-0.75,1,4,NA,-0.75,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.0555555555555554,1,0.0555555555555554,1,0,0,0,0,0,0,0.0555555555555554,1,0.0555555555555554,1
"main","5bdf13222f49a40001c44c87","Trick7_short","cont39","cont",-1,"above",17,31,"1",4.512,2.505,6,1.05555555555556,1,-1.05555555555556,2,12,31,"He made one of the balls disappear from his hand and made it appear on the empty lady's hand",1,1,NA,"",26,31,"The magician places two foam balls in volunteer's hand and sets them alight; revealing two paper balls.",154996,2,2166,-2.75,0,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.05555555555556,1,1.05555555555556,1,0,0,0,0,0,0,1.05555555555556,1,1.05555555555556,1,1.05555555555556,1,1.05555555555556,1
"main","5be25e2c056ebf0001be5fba","H10","exp2","exp",1,"above",4,2,"4",6.264,3.641,5,0.611111111111111,1,0.611111111111111,1,13,2,"all four pieces of the card are joined to form one card",1,1,NA,"",34,2,"The magician magically repairs split card.",100008,6,3939,2.47222222222222,1,6,NA,2.47222222222222,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0.611111111111111,1,0.611111111111111,1,0.611111111111111,1,0.611111111111111,1,0.611111111111111,1,0.611111111111111,1,0.611111111111111,1,0.611111111111111,1,0.611111111111111,1
"main","5be25e2c056ebf0001be5fba","H15","exp2","exp",1,"median",22,3,"2",3.297,2.319,4,-0.388888888888889,-1,-0.388888888888889,2,30,3,"no recall",0,0,NA,"",23,3,"The magician balances a toothpick on a deck of cards.",408217,5,3833,1.47222222222222,1,5,NA,1.47222222222222,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,-0.388888888888889,-1,-0.388888888888889,-1,-0.388888888888889,-1,-0.388888888888889,-1,-0.388888888888889,-1,-0.388888888888889,-1,-0.388888888888889,-1
"main","5be25e2c056ebf0001be5fba","H16","exp2","exp",1,"above",19,4,"1",3.264,14.676,6,1.61111111111111,1,1.61111111111111,2,14,4,"no recall",0,0,NA,"",15,4,"The magician is able to remove the dents from the can without touching it.",112390,1,2287,-2.52777777777778,0,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"main","5be25e2c056ebf0001be5fba","H17","exp2","exp",1,"above",23,5,"1",3.661,4.826,5,0.611111111111111,1,0.611111111111111,2,34,5,"no recall",0,0,NA,"",3,5,"The magician uses a guillotine to slice breadsticks; but not the volunteer's finger.",113795,6,2232,2.47222222222222,1,6,NA,2.47222222222222,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0.611111111111111,1,0.611111111111111,1,0.611111111111111,1,0.611111111111111,1,0.611111111111111,1,0.611111111111111,1,0.611111111111111,1
"main","5be25e2c056ebf0001be5fba","H19","exp2","exp",1,"above",26,6,"1",3.563,3.282,6,1.61111111111111,1,1.61111111111111,3,24,6,"no recall",0,0,NA,"",30,6,"The magician places paper in volunteer's hand and sets it alight; revealing a red sponge ball.",175071,5,3154,1.47222222222222,1,5,NA,1.47222222222222,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1.61111111111111,1,1.61111111111111,1,1.61111111111111,1,1.61111111111111,1,1.61111111111111,1,1.61111111111111,1,1.61111111111111,1
"main","5be25e2c056ebf0001be5fba","H35","exp2","exp",1,"median",25,7,"1",3.84,2.52,4,-0.388888888888889,-1,-0.388888888888889,3,2,7,"no recall",0,0,NA,"",7,7,"The volunteer signs a card which the magician subsequently pulls from a Ziploc bag.",780329,3,8900,-0.527777777777778,1,3,NA,-0.527777777777778,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.388888888888889,-1,0,0,0,0,0,0,0,0,0,0,0,0
"main","5be25e2c056ebf0001be5fba","H36","exp2","exp",1,"below",27,8,"2",4.238,6.074,3,-1.38888888888889,-1,-1.38888888888889,3,10,8,"two parts are attached together easily but then cannot be separated",0,0,NA,"",28,8,"The nut is placed on the middle of the bold by the volunteer and magically unscrews itself.",208585,1,2955,-2.52777777777778,1,1,NA,-2.52777777777778,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38888888888889,-1,0,0,0,0,0,0,0,0,0,0,0,0
"main","5be25e2c056ebf0001be5fba","H37","exp2","exp",1,"above",3,9,"4",3.294,2.564,5,0.611111111111111,1,0.611111111111111,1,23,9,"no recall",0,0,NA,"",17,9,"The magician unscrews his own finger and then shakes it back into place.",143748,4,2514,0.472222222222222,1,4,NA,0.472222222222222,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0.611111111111111,1,0.611111111111111,1,0.611111111111111,1,0.611111111111111,1,0.611111111111111,1,0.611111111111111,1,0.611111111111111,1
"main","5be25e2c056ebf0001be5fba","H7","exp2","exp",1,"median",6,1,"3",10.402,3.568,4,-0.388888888888889,-1,-0.388888888888889,1,18,1,"taps the salt shaker with the knife",0,0,NA,"",35,1,"The magician changes the salt to water.",103512,2,4767,-1.52777777777778,0,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"main","5be25e2c056ebf0001be5fba","K10","exp2","exp",1,"below",2,13,"3",8.999,3.614,3,-1.38888888888889,-1,-1.38888888888889,1,8,13,"safety pins joined together and then separated without opening the hinge",1,1,NA,"",6,13,"The safety pins magically interlock without breaking the seal.",778522,6,3255,2.47222222222222,1,6,NA,2.47222222222222,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,-1.38888888888889,-1,-1.38888888888889,-1,-1.38888888888889,-1,-1.38888888888889,-1,-1.38888888888889,-1,-1.38888888888889,-1,-1.38888888888889,-1,-1.38888888888889,-1,-1.38888888888889,-1
"main","5be25e2c056ebf0001be5fba","K16_short","exp2","exp",1,"median",18,14,"2",4.001,3.42,4,-0.388888888888889,-1,-0.388888888888889,2,22,14,"finds specfic selected card in several locations (always draws the same card in different locations)",0,0,1,"Flagging case 4:MISS RELEVANT ITEM or INFORMATION ( top of the deck) -- easy to guess this given answer cue - then incorrect",36,14,"The volunteer selects and signs a card that is placed in the middle of the deck; but then appears on the top of it.",183824,3,3240,-0.527777777777778,1,3,NA,-0.527777777777778,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.388888888888889,-1,0,0,0,0,0,0,0,0,0,0,0,0
"main","5be25e2c056ebf0001be5fba","K18","exp2","exp",1,"above",10,15,"2",3.802,2.641,5,0.611111111111111,1,0.611111111111111,1,7,15,"cards changed colour when flipped",0,0,NA,"",11,15,"The magician splays out the cards more and more until they resemble bunting.",106819,4,3136,0.472222222222222,0,NA,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"main","5be25e2c056ebf0001be5fba","K19_long","exp2","exp",1,"above",14,16,"1",2.895,3.207,6,1.61111111111111,1,1.61111111111111,2,9,16,"sponges combined into one larger sponge after being placed under mug",0,0,1,"Flagging case 4:MISS RELEVANT ITEM or INFORMATION easy to guess this given answer cue + Flagging case 2B add incorrect  RELEVANT information =  INCORRECT",21,16,"The red balls are placed under the mug and merge to become a form a larger ball.",835864,5,4338,1.47222222222222,0,NA,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"main","5be25e2c056ebf0001be5fba","K2","exp2","exp",1,"above",20,10,"1",3.486,3.729,6,1.61111111111111,1,1.61111111111111,2,29,10,"all the pages become filled with real candy that then falls from the pages when the book is shaken",1,1,NA,"",2,10,"Green and golden sweets fall out of the pages of the book.",100424,5,2578,1.47222222222222,1,5,NA,1.47222222222222,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1.61111111111111,1,1.61111111111111,1,1.61111111111111,1,1.61111111111111,1,1.61111111111111,1,1.61111111111111,1,1.61111111111111,1,1.61111111111111,1,1.61111111111111,1
"main","5be25e2c056ebf0001be5fba","K21_long","exp2","exp",1,"above",31,17,"2",2.387,2.997,6,1.61111111111111,1,1.61111111111111,3,33,17,"no recall",0,0,NA,"",19,17,"The magician transforms three cards into a full deck.",515666,1,2544,-2.52777777777778,0,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"main","5be25e2c056ebf0001be5fba","K24","exp2","exp",1,"median",24,18,"2",2.465,2.936,4,-0.388888888888889,-1,-0.388888888888889,2,17,18,"note is folded and becomes a note of larger value (can't remember the exact denomination)",1,1,1,"Flagging case 3: Partial recollection – some details are wrong - THEY do not remember correctly the name of the item  =  CORRECT ",4,18,"A £10 note is transformed into a £20  note.",122806,6,3598,2.47222222222222,1,6,NA,2.47222222222222,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,-0.388888888888889,-1,-0.388888888888889,-1,-0.388888888888889,-1,-0.388888888888889,-1,-0.388888888888889,-1,-0.388888888888889,-1,-0.388888888888889,-1,-0.388888888888889,-1,-0.388888888888889,-1
"main","5be25e2c056ebf0001be5fba","K3","exp2","exp",1,"below",9,11,"2",5.996,4.291,2,-2.38888888888889,-1,-2.38888888888889,1,6,11,"no recall",0,0,NA,"",24,11,"The magician makes ladybirds appear and then disappear again.",397296,1,2824,-2.52777777777778,1,1,NA,-2.52777777777778,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.38888888888889,-1,0,0,0,0,0,0,0,0,0,0,0,0
"main","5be25e2c056ebf0001be5fba","K4","exp2","exp",1,"above",29,12,"1",5.827,6.063,6,1.61111111111111,1,1.61111111111111,3,25,12,"clicks fingers and solves rubiks cube",1,1,1,"Flagging case 2: Partial recollection – some details are wrong - THEY ADD INCORRECT INFORMATION  - correct - Question - looking at the cue; it could be guessed…QUESTION - Should I rated as incorrect?",25,12,"The magician solves the rubix cube by spinning it in the air.",229813,5,2464,1.47222222222222,1,5,NA,1.47222222222222,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1.61111111111111,1,1.61111111111111,1,1.61111111111111,1,1.61111111111111,1,1.61111111111111,1,1.61111111111111,1,1.61111111111111,1,1.61111111111111,1,1.61111111111111,1
"main","5be25e2c056ebf0001be5fba","S11","exp2","exp",1,"above",12,20,"2",3.235,3.914,6,1.61111111111111,1,1.61111111111111,1,12,20,"no recall",0,0,NA,"",1,20,"The magician pushes a cigarette through a coin and then reveals that there is no hole.",76788,6,8674,2.47222222222222,1,6,NA,2.47222222222222,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1.61111111111111,1,1.61111111111111,1,1.61111111111111,1,1.61111111111111,1,1.61111111111111,1,1.61111111111111,1,1.61111111111111,1
"main","5be25e2c056ebf0001be5fba","S12","exp2","exp",1,"median",7,21,"2",2.833,2.854,4,-0.388888888888889,-1,-0.388888888888889,1,26,21,"no recall",0,0,NA,"",8,21,"The magician punches a hole in the card. He then moves the hole from one corner to another before finally revealing that it is actually a black spot on the card.",787544,4,12205,0.472222222222222,1,4,NA,0.472222222222222,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,-0.388888888888889,-1,-0.388888888888889,-1,-0.388888888888889,-1,-0.388888888888889,-1,-0.388888888888889,-1,-0.388888888888889,-1,-0.388888888888889,-1
